"_id","eqid","classDate","classId","workID","lineid","lineState","linename","qty_IN","qty","calculateQTY","passqty","badnessqty","acQty_IN","actualQty","actuaPassQty","frate","mrate","theoreticalqty","achieverate","yield","onlineInventory","planqty","ddate"
"6819c1a11b1ce60c554feeb8","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 16:00:33"
"6819c19b1b1ce60c554feeb7","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 16:00:27"
"6819c1951b1ce60c554feeb6","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 16:00:21"
"6819c1921b1ce60c554feeb5","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 16:00:18"
"6819c18c1b1ce60c554feeb4","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 16:00:12"
"6819c1891b1ce60c554feeb3","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 16:00:09"
"6819c1861b1ce60c554feeb2","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 16:00:06"
"6819c1801b1ce60c554feeb1","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 16:00:00"
"6819c17d1b1ce60c554feeb0","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 15:59:57"
"6819c1771b1ce60c554feeaf","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 15:59:51"
"6819c1741b1ce60c554feeae","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 15:59:48"
"6819c16e1b1ce60c554feead","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 15:59:42"
"6819c16b1b1ce60c554feeac","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 15:59:39"
"6819c1681b1ce60c554feeab","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 15:59:36"
"6819c1621b1ce60c554feeaa","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 15:59:30"
"6819c15f1b1ce60c554feea9","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 15:59:27"
"6819c15c1b1ce60c554feea8","110","""2025-05-06""","1","1","30","-1","""V04""","-1","0.0","0.0","0.0","0.0","-1","-1","-1","0.0","0.06","0.0","0.0","0.0","0.0","0.0","2025-05-06 15:59:24"
